Floor/Area,Bay Number,Bay Name,Occupied At,Occupancy Hours,Occupancy Percent,Occupancy Count,Ave Bays Occupied
Precinct 1,All,-,2020/05/02 07:00:00,19.15,7.8163,10,19.15
Precinct 2,All,-,2020/05/02 07:00:00,22.2667,13.4137,19,22.2667
Precinct 3,All,-,2020/05/02 07:00:00,42.5,15.7993,14,42.5
Precinct 4,All,-,2020/05/02 07:00:00,6.0667,7.8788,3,6.0667
Precinct 1,All,-,2020/05/02 08:00:00,23.2167,9.4762,37,23.2167
Precinct 2,All,-,2020/05/02 08:00:00,24.95,15.0301,54,24.95
Precinct 3,All,-,2020/05/02 08:00:00,57.0667,21.2144,50,57.0667
Precinct 4,All,-,2020/05/02 08:00:00,7.2167,9.3723,7,7.2167
Precinct 1,All,-,2020/05/02 09:00:00,26.5167,10.8231,77,26.5167
Precinct 2,All,-,2020/05/02 09:00:00,24.4833,14.749,89,24.4833
Precinct 3,All,-,2020/05/02 09:00:00,68.0833,25.3098,69,68.0833
Precinct 4,All,-,2020/05/02 09:00:00,8.9833,11.6667,18,8.9833
Precinct 1,All,-,2020/05/02 10:00:00,27.3667,11.1701,90,27.3667
Precinct 2,All,-,2020/05/02 10:00:00,38.45,23.1627,194,38.45
Precinct 3,All,-,2020/05/02 10:00:00,76.6167,28.482,114,76.6167
Precinct 4,All,-,2020/05/02 10:00:00,11.2833,14.6537,16,11.2833
Precinct 1,All,-,2020/05/02 11:00:00,32.8167,13.3946,132,32.8167
Precinct 2,All,-,2020/05/02 11:00:00,40.9,24.6386,151,40.9
Precinct 3,All,-,2020/05/02 11:00:00,96.05,35.7063,151,96.05
Precinct 4,All,-,2020/05/02 11:00:00,9.4833,12.316,20,9.4833
Precinct 1,All,-,2020/05/02 12:00:00,33.6,13.7143,93,33.6
Precinct 2,All,-,2020/05/02 12:00:00,47.8667,28.8353,191,47.8667
Precinct 3,All,-,2020/05/02 12:00:00,99.8333,37.1128,165,99.8333
Precinct 4,All,-,2020/05/02 12:00:00,9.8667,12.8139,9,9.8667
Precinct 1,All,-,2020/05/02 13:00:00,30.0667,12.2721,87,30.0667
Precinct 2,All,-,2020/05/02 13:00:00,49.0833,29.5683,181,49.0833
Precinct 3,All,-,2020/05/02 13:00:00,102.6667,38.166,172,102.6667
Precinct 4,All,-,2020/05/02 13:00:00,9.5833,12.4459,24,9.5833
Precinct 1,All,-,2020/05/02 14:00:00,27.8333,11.3605,89,27.8333
Precinct 2,All,-,2020/05/02 14:00:00,44.9167,27.0582,138,44.9167
Precinct 3,All,-,2020/05/02 14:00:00,100.5333,37.373,152,100.5333
Precinct 4,All,-,2020/05/02 14:00:00,7.55,9.8052,21,7.55
Precinct 1,All,-,2020/05/02 15:00:00,28.4833,11.6259,113,28.4833
Precinct 2,All,-,2020/05/02 15:00:00,43.5,26.2048,134,43.5
Precinct 3,All,-,2020/05/02 15:00:00,94.3333,35.0682,146,94.3333
Precinct 4,All,-,2020/05/02 15:00:00,6.0333,7.8355,17,6.0333
Precinct 1,All,-,2020/05/02 16:00:00,29.2667,11.9456,92,29.2667
Precinct 2,All,-,2020/05/02 16:00:00,42.1833,25.4116,113,42.1833
Precinct 3,All,-,2020/05/02 16:00:00,83.85,31.171,206,83.85
Precinct 4,All,-,2020/05/02 16:00:00,7.8,10.1299,8,7.8
Precinct 1,All,-,2020/05/02 17:00:00,25.6,10.449,116,25.6
Precinct 2,All,-,2020/05/02 17:00:00,44.2,26.6265,127,44.2
Precinct 3,All,-,2020/05/02 17:00:00,83.8333,31.1648,222,83.8333
Precinct 4,All,-,2020/05/02 17:00:00,5.6167,7.2944,18,5.6167
Precinct 1,All,-,2020/05/02 18:00:00,27.3333,11.1565,134,27.3333
Precinct 2,All,-,2020/05/02 18:00:00,38.5167,23.2028,122,38.5167
Precinct 3,All,-,2020/05/02 18:00:00,87.15,32.3978,224,87.15
Precinct 4,All,-,2020/05/02 18:00:00,6.4833,8.4199,5,6.4833
Precinct 1,All,-,2020/05/02 19:00:00,23.6667,9.6599,50,23.6667
Precinct 2,All,-,2020/05/02 19:00:00,35.1833,21.1948,78,35.1833
Precinct 3,All,-,2020/05/02 19:00:00,75.6667,28.1289,172,75.6667
Precinct 4,All,-,2020/05/02 19:00:00,7.2167,9.3723,4,7.2167
Precinct 1,All,-,2020/05/02 20:00:00,22.7167,9.2721,36,22.7167
Precinct 2,All,-,2020/05/02 20:00:00,34.65,20.8735,80,34.65
Precinct 3,All,-,2020/05/02 20:00:00,65.05,24.1822,105,65.05
Precinct 4,All,-,2020/05/02 20:00:00,8,10.3896,0,8
Precinct 1,All,-,2020/05/02 21:00:00,19.5833,7.9932,20,19.5833
Precinct 2,All,-,2020/05/02 21:00:00,28.7333,17.3092,44,28.7333
Precinct 3,All,-,2020/05/02 21:00:00,53.3,19.8141,48,53.3
Precinct 4,All,-,2020/05/02 21:00:00,7.4333,9.6537,2,7.4333
Precinct 1,All,-,2020/05/02 22:00:00,19.8667,8.1088,10,19.8667
Precinct 2,All,-,2020/05/02 22:00:00,25.5833,15.4116,30,25.5833
Precinct 3,All,-,2020/05/02 22:00:00,45.35,16.8587,20,45.35
Precinct 4,All,-,2020/05/02 22:00:00,7,9.0909,0,7
Precinct 1,All,-,2020/05/02 23:00:00,19.85,8.102,5,19.85
Precinct 2,All,-,2020/05/02 23:00:00,23.4333,14.1165,20,23.4333
Precinct 3,All,-,2020/05/02 23:00:00,44.65,16.5985,16,44.65
Precinct 4,All,-,2020/05/02 23:00:00,6.8333,8.8745,3,6.8333
Precinct 1,All,-,2020/05/03 00:00:00,17.3333,7.0748,4,17.3333
Precinct 2,All,-,2020/05/03 00:00:00,23.9833,14.4478,20,23.9833
Precinct 3,All,-,2020/05/03 00:00:00,42.4833,15.7931,9,42.4833
Precinct 4,All,-,2020/05/03 00:00:00,7.3167,9.5022,1,7.3167
Precinct 1,All,-,2020/05/03 01:00:00,16.9833,6.932,6,16.9833
Precinct 2,All,-,2020/05/03 01:00:00,23.05,13.8855,1,23.05
Precinct 3,All,-,2020/05/03 01:00:00,41.45,15.4089,14,41.45
Precinct 4,All,-,2020/05/03 01:00:00,7.1667,9.3074,1,7.1667
Precinct 1,All,-,2020/05/03 02:00:00,18.4167,7.517,3,18.4167
Precinct 2,All,-,2020/05/03 02:00:00,23.35,14.0663,8,23.35
Precinct 3,All,-,2020/05/03 02:00:00,41.4,15.3903,4,41.4
Precinct 4,All,-,2020/05/03 02:00:00,7,9.0909,0,7
Precinct 1,All,-,2020/05/03 03:00:00,18,7.3469,4,18
Precinct 2,All,-,2020/05/03 03:00:00,23.3,14.0361,3,23.3
Precinct 3,All,-,2020/05/03 03:00:00,41.15,15.2974,11,41.15
Precinct 4,All,-,2020/05/03 03:00:00,7.1833,9.329,3,7.1833
Precinct 1,All,-,2020/05/03 04:00:00,19.9167,8.1293,5,19.9167
Precinct 2,All,-,2020/05/03 04:00:00,24.0667,14.498,4,24.0667
Precinct 3,All,-,2020/05/03 04:00:00,41.5667,15.4523,3,41.5667
Precinct 4,All,-,2020/05/03 04:00:00,7,9.0909,0,7
Precinct 1,All,-,2020/05/03 05:00:00,18.65,7.6122,17,18.65
Precinct 2,All,-,2020/05/03 05:00:00,23.6667,14.257,28,23.6667
Precinct 3,All,-,2020/05/03 05:00:00,42.6167,15.8426,3,42.6167
Precinct 4,All,-,2020/05/03 05:00:00,6.9167,8.9827,2,6.9167
Precinct 1,All,-,2020/05/03 06:00:00,19.6333,8.0136,7,19.6333
Precinct 2,All,-,2020/05/03 06:00:00,25.0667,15.1004,12,25.0667
Precinct 3,All,-,2020/05/03 06:00:00,41.3333,15.3656,31,41.3333
Precinct 4,All,-,2020/05/03 06:00:00,6.0667,7.8788,3,6.0667
Precinct 1,All,-,2020/05/03 07:00:00,19.7333,8.0544,4,19.7333
Precinct 2,All,-,2020/05/03 07:00:00,25.3667,15.2811,49,25.3667
Precinct 3,All,-,2020/05/03 07:00:00,43.4,16.1338,28,43.4
Precinct 4,All,-,2020/05/03 07:00:00,7.9,10.2597,5,7.9
Precinct 1,All,-,2020/05/03 08:00:00,21.9167,8.9456,25,21.9167
Precinct 2,All,-,2020/05/03 08:00:00,26.65,16.0542,31,26.65
Precinct 3,All,-,2020/05/03 08:00:00,48.25,17.9368,22,48.25
Precinct 4,All,-,2020/05/03 08:00:00,6.1833,8.0303,9,6.1833
Precinct 1,All,-,2020/05/03 09:00:00,22.5,9.1837,37,22.5
Precinct 2,All,-,2020/05/03 09:00:00,25.6333,15.4418,28,25.6333
Precinct 3,All,-,2020/05/03 09:00:00,62.8,23.3457,30,62.8
Precinct 4,All,-,2020/05/03 09:00:00,7.6,9.8701,9,7.6
Precinct 1,All,-,2020/05/03 10:00:00,27.65,11.2857,81,27.65
Precinct 2,All,-,2020/05/03 10:00:00,29.9333,18.0321,96,29.9333
Precinct 3,All,-,2020/05/03 10:00:00,72.1333,26.8154,52,72.1333
Precinct 4,All,-,2020/05/03 10:00:00,7.05,9.1558,7,7.05
